row_id,year,month,mdate,sensor_id,sensor_name,pedestrain_counts,rank
2063,2009,October,23,5,Princes Bridge,27919,4.0
2064,2009,October,23,1,Bourke Street Mall (North),25131,5.0
2065,2009,October,23,3,Melbourne Central,23964,6.0
2066,2009,October,23,13,Flagstaff Station,23325,7.0
2067,2009,October,23,16,Australia on Collins,21702,8.0
2068,2009,October,23,15,State Library,21309,9.0
2069,2009,October,23,17,Collins Place (South),15055,10.0
2070,2009,October,24,4,Town Hall (West),35461,1.0
2071,2009,October,24,2,Bourke Street Mall (South),28404,2.0
2072,2009,October,24,5,Princes Bridge,24913,3.0
2073,2009,October,24,3,Melbourne Central,21694,4.0
2074,2009,October,24,15,State Library,18935,5.0
2075,2009,October,24,6,Flinders Street Station Underpass,18889,6.0
2076,2009,October,24,1,Bourke Street Mall (North),18530,7.0
2077,2009,October,24,16,Australia on Collins,13249,8.0
2078,2009,October,24,12,New Quay,11060,9.0
2079,2009,October,24,14,Sandridge Bridge,7417,10.0
2080,2009,October,25,4,Town Hall (West),25458,1.0
2081,2009,October,25,2,Bourke Street Mall (South),19945,2.0
2082,2009,October,25,3,Melbourne Central,19238,3.0
2083,2009,October,25,5,Princes Bridge,18672,4.0
2084,2009,October,25,6,Flinders Street Station Underpass,14809,5.0
2085,2009,October,25,1,Bourke Street Mall (North),12325,6.0
2086,2009,October,25,15,State Library,12310,7.0
2087,2009,October,25,16,Australia on Collins,9089,8.0
2088,2009,October,25,11,Waterfront City,8014,9.0
2089,2009,October,25,12,New Quay,7779,10.0
2090,2009,October,26,4,Town Hall (West),31389,1.0
2091,2009,October,26,6,Flinders Street Station Underpass,25908,2.0
2092,2009,October,26,2,Bourke Street Mall (South),25419,3.0
2093,2009,October,26,13,Flagstaff Station,25164,4.0
2094,2009,October,26,3,Melbourne Central,24130,5.0
2095,2009,October,26,5,Princes Bridge,21100,6.0
2096,2009,October,26,1,Bourke Street Mall (North),17537,7.0
2097,2009,October,26,16,Australia on Collins,17359,8.0
2098,2009,October,26,15,State Library,16799,9.0
2099,2009,October,26,17,Collins Place (South),13819,10.0
2100,2009,October,27,4,Town Hall (West),31393,1.0
2101,2009,October,27,2,Bourke Street Mall (South),27388,2.0
2102,2009,October,27,6,Flinders Street Station Underpass,27076,3.0
2103,2009,October,27,13,Flagstaff Station,26233,4.0
2104,2009,October,27,3,Melbourne Central,23849,5.0
2105,2009,October,27,5,Princes Bridge,22197,6.0
2106,2009,October,27,16,Australia on Collins,17901,7.0
2107,2009,October,27,15,State Library,17453,8.0
2108,2009,October,27,1,Bourke Street Mall (North),16942,9.0
2109,2009,October,27,17,Collins Place (South),14836,10.0
2110,2009,October,28,4,Town Hall (West),33646,1.0
2111,2009,October,28,2,Bourke Street Mall (South),26739,2.0
2112,2009,October,28,6,Flinders Street Station Underpass,26736,3.0
2113,2009,October,28,13,Flagstaff Station,24808,4.0
2114,2009,October,28,3,Melbourne Central,24766,5.0
2115,2009,October,28,5,Princes Bridge,22167,6.0
2116,2009,October,28,1,Bourke Street Mall (North),19691,7.0
2117,2009,October,28,16,Australia on Collins,18365,8.0
2118,2009,October,28,15,State Library,16517,9.0
2119,2009,October,28,17,Collins Place (South),14676,10.0
2120,2009,October,29,4,Town Hall (West),36424,1.0
2121,2009,October,29,2,Bourke Street Mall (South),28190,2.0
2122,2009,October,29,6,Flinders Street Station Underpass,27308,3.0
2123,2009,October,29,3,Melbourne Central,26731,4.0
2124,2009,October,29,13,Flagstaff Station,25573,5.0
2125,2009,October,29,5,Princes Bridge,24400,6.0
2126,2009,October,29,1,Bourke Street Mall (North),21898,7.0
2127,2009,October,29,16,Australia on Collins,19643,8.0
2128,2009,October,29,15,State Library,18481,9.0
2129,2009,October,29,17,Collins Place (South),15361,10.0
2130,2009,October,30,4,Town Hall (West),42467,1.0
2131,2009,October,30,2,Bourke Street Mall (South),34935,2.0
2132,2009,October,30,3,Melbourne Central,30982,3.0
2133,2009,October,30,6,Flinders Street Station Underpass,27028,4.0
2134,2009,October,30,1,Bourke Street Mall (North),26017,5.0
2135,2009,October,30,5,Princes Bridge,25194,6.0
2136,2009,October,30,13,Flagstaff Station,23415,7.0
2137,2009,October,30,16,Australia on Collins,21489,8.0
2138,2009,October,30,15,State Library,19425,9.0
2139,2009,October,30,17,Collins Place (South),14182,10.0
2140,2009,October,31,4,Town Hall (West),32835,1.0
2141,2009,October,31,3,Melbourne Central,26560,2.0
2142,2009,October,31,5,Princes Bridge,24848,3.0
2143,2009,October,31,2,Bourke Street Mall (South),23393,4.0
2144,2009,October,31,6,Flinders Street Station Underpass,20668,5.0
2145,2009,October,31,1,Bourke Street Mall (North),18059,6.0
2146,2009,October,31,15,State Library,14689,7.0
2147,2009,October,31,16,Australia on Collins,11902,8.0
2148,2009,October,31,14,Sandridge Bridge,6700,9.0
2149,2009,October,31,12,New Quay,6671,10.0
2150,2009,September,1,4,Town Hall (West),30459,1.0
2151,2009,September,1,13,Flagstaff Station,26010,2.0
2152,2009,September,1,6,Flinders Street Station Underpass,25373,3.0
2153,2009,September,1,2,Bourke Street Mall (South),24542,4.0
2154,2009,September,1,3,Melbourne Central,23776,5.0
2155,2009,September,1,5,Princes Bridge,18325,6.0
2156,2009,September,1,16,Australia on Collins,16751,7.0
2157,2009,September,1,1,Bourke Street Mall (North),16664,8.0
2158,2009,September,1,15,State Library,16651,9.0
2159,2009,September,1,17,Collins Place (South),13944,10.0
2160,2009,September,2,4,Town Hall (West),33505,1.0
2161,2009,September,2,6,Flinders Street Station Underpass,26668,2.0
2162,2009,September,2,2,Bourke Street Mall (South),26571,3.0
2163,2009,September,2,13,Flagstaff Station,25001,4.0
2164,2009,September,2,3,Melbourne Central,24810,5.0
2165,2009,September,2,5,Princes Bridge,23238,6.0
2166,2009,September,2,1,Bourke Street Mall (North),17670,7.0
2167,2009,September,2,16,Australia on Collins,17273,8.0
2168,2009,September,2,15,State Library,16643,9.0
2169,2009,September,2,17,Collins Place (South),14096,10.0
2170,2009,September,3,4,Town Hall (West),33038,1.0
2171,2009,September,3,2,Bourke Street Mall (South),27476,2.0
2172,2009,September,3,6,Flinders Street Station Underpass,26185,3.0
2173,2009,September,3,13,Flagstaff Station,25626,4.0
2174,2009,September,3,3,Melbourne Central,24942,5.0
2175,2009,September,3,5,Princes Bridge,21633,6.0
2176,2009,September,3,1,Bourke Street Mall (North),19349,7.0
2177,2009,September,3,16,Australia on Collins,18020,8.0
2178,2009,September,3,15,State Library,16324,9.0
2179,2009,September,3,17,Collins Place (South),13763,10.0
2180,2009,September,4,4,Town Hall (West),38526,1.0
2181,2009,September,4,2,Bourke Street Mall (South),33903,2.0
2182,2009,September,4,3,Melbourne Central,29562,3.0
2183,2009,September,4,6,Flinders Street Station Underpass,27431,4.0
2184,2009,September,4,5,Princes Bridge,26074,5.0
2185,2009,September,4,13,Flagstaff Station,24602,6.0
2186,2009,September,4,1,Bourke Street Mall (North),22064,7.0
2187,2009,September,4,16,Australia on Collins,19887,8.0
2188,2009,September,4,15,State Library,18576,9.0
2189,2009,September,4,17,Collins Place (South),13282,10.0
2190,2009,September,5,4,Town Hall (West),35498,1.0
2191,2009,September,5,2,Bourke Street Mall (South),28817,2.0
2192,2009,September,5,3,Melbourne Central,28356,3.0
2193,2009,September,5,5,Princes Bridge,22773,4.0
2194,2009,September,5,1,Bourke Street Mall (North),18740,5.0
2195,2009,September,5,6,Flinders Street Station Underpass,18010,6.0
2196,2009,September,5,15,State Library,15713,7.0
2197,2009,September,5,16,Australia on Collins,12723,8.0
2198,2009,September,5,14,Sandridge Bridge,7622,9.0
2199,2009,September,5,12,New Quay,5101,10.0
2200,2009,September,6,4,Town Hall (West),24088,1.0
2201,2009,September,6,3,Melbourne Central,19360,2.0
2202,2009,September,6,2,Bourke Street Mall (South),18861,3.0
2203,2009,September,6,5,Princes Bridge,18389,4.0
2204,2009,September,6,6,Flinders Street Station Underpass,13834,5.0
2205,2009,September,6,1,Bourke Street Mall (North),11591,6.0
2206,2009,September,6,15,State Library,11191,7.0
2207,2009,September,6,16,Australia on Collins,8152,8.0
2208,2009,September,6,11,Waterfront City,6749,9.0
2209,2009,September,6,14,Sandridge Bridge,6084,10.0
2210,2009,September,7,4,Town Hall (West),30350,1.0
2211,2009,September,7,13,Flagstaff Station,25271,2.0
2212,2009,September,7,2,Bourke Street Mall (South),24676,3.0
2213,2009,September,7,6,Flinders Street Station Underpass,22270,4.0
2214,2009,September,7,3,Melbourne Central,21793,5.0
2215,2009,September,7,5,Princes Bridge,19159,6.0
2216,2009,September,7,16,Australia on Collins,15873,7.0
2217,2009,September,7,15,State Library,15766,8.0
2218,2009,September,7,1,Bourke Street Mall (North),15628,9.0
2219,2009,September,7,17,Collins Place (South),12886,10.0
2220,2009,September,8,4,Town Hall (West),29871,1.0
2221,2009,September,8,13,Flagstaff Station,25785,2.0
2222,2009,September,8,2,Bourke Street Mall (South),24853,3.0
2223,2009,September,8,6,Flinders Street Station Underpass,23210,4.0
2224,2009,September,8,3,Melbourne Central,22881,5.0
2225,2009,September,8,5,Princes Bridge,19165,6.0
2226,2009,September,8,16,Australia on Collins,16601,7.0
2227,2009,September,8,15,State Library,16460,8.0
2228,2009,September,8,1,Bourke Street Mall (North),15809,9.0
2229,2009,September,8,17,Collins Place (South),13372,10.0
2230,2009,September,9,4,Town Hall (West),32436,1.0
2231,2009,September,9,2,Bourke Street Mall (South),26436,2.0
2232,2009,September,9,13,Flagstaff Station,25666,3.0
2233,2009,September,9,3,Melbourne Central,24628,4.0
2234,2009,September,9,6,Flinders Street Station Underpass,23778,5.0
2235,2009,September,9,5,Princes Bridge,22426,6.0
2236,2009,September,9,15,State Library,17826,7.0
2237,2009,September,9,1,Bourke Street Mall (North),16796,8.0
2238,2009,September,9,16,Australia on Collins,16731,9.0
2239,2009,September,9,17,Collins Place (South),13639,10.0
2240,2009,September,10,4,Town Hall (West),33470,1.0
2241,2009,September,10,2,Bourke Street Mall (South),28593,2.0
2242,2009,September,10,3,Melbourne Central,25305,3.0
2243,2009,September,10,6,Flinders Street Station Underpass,25102,4.0
2244,2009,September,10,13,Flagstaff Station,24934,5.0
2245,2009,September,10,5,Princes Bridge,22103,6.0
2246,2009,September,10,1,Bourke Street Mall (North),18484,7.0
2247,2009,September,10,15,State Library,18410,8.0
2248,2009,September,10,16,Australia on Collins,17910,9.0
2249,2009,September,10,17,Collins Place (South),13753,10.0
2250,2009,September,11,4,Town Hall (West),41454,1.0
2251,2009,September,11,2,Bourke Street Mall (South),35144,2.0
2252,2009,September,11,3,Melbourne Central,33196,3.0
2253,2009,September,11,6,Flinders Street Station Underpass,27827,4.0
2254,2009,September,11,5,Princes Bridge,27175,5.0
2255,2009,September,11,1,Bourke Street Mall (North),23981,6.0
2256,2009,September,11,13,Flagstaff Station,23181,7.0
2257,2009,September,11,16,Australia on Collins,21271,8.0
2258,2009,September,11,15,State Library,20431,9.0
2259,2009,September,11,17,Collins Place (South),14153,10.0
2260,2009,September,12,4,Town Hall (West),37571,1.0
2261,2009,September,12,3,Melbourne Central,29303,2.0
2262,2009,September,12,2,Bourke Street Mall (South),28725,3.0
2263,2009,September,12,5,Princes Bridge,25837,4.0
2264,2009,September,12,6,Flinders Street Station Underpass,18716,5.0
2265,2009,September,12,1,Bourke Street Mall (North),18623,6.0
2266,2009,September,12,15,State Library,15826,7.0
2267,2009,September,12,16,Australia on Collins,14110,8.0
2268,2009,September,12,12,New Quay,7352,9.0
2269,2009,September,12,14,Sandridge Bridge,7227,10.0
2270,2009,September,13,4,Town Hall (West),26061,1.0
2271,2009,September,13,5,Princes Bridge,20953,2.0
2272,2009,September,13,3,Melbourne Central,20275,3.0
2273,2009,September,13,2,Bourke Street Mall (South),19284,4.0
2274,2009,September,13,6,Flinders Street Station Underpass,14660,5.0
2275,2009,September,13,1,Bourke Street Mall (North),12750,6.0
2276,2009,September,13,15,State Library,12280,7.0
2277,2009,September,13,16,Australia on Collins,9042,8.0
2278,2009,September,13,12,New Quay,6285,9.0
2279,2009,September,13,11,Waterfront City,6004,10.0
2280,2009,September,14,4,Town Hall (West),30514,1.0
2281,2009,September,14,2,Bourke Street Mall (South),25802,2.0
2282,2009,September,14,13,Flagstaff Station,24642,3.0
2283,2009,September,14,6,Flinders Street Station Underpass,24623,4.0
2284,2009,September,14,3,Melbourne Central,23957,5.0
2285,2009,September,14,5,Princes Bridge,23088,6.0
2286,2009,September,14,15,State Library,17272,7.0
2287,2009,September,14,1,Bourke Street Mall (North),16411,8.0
2288,2009,September,14,16,Australia on Collins,16266,9.0
2289,2009,September,14,17,Collins Place (South),13475,10.0
2290,2009,September,15,4,Town Hall (West),32015,1.0
2291,2009,September,15,2,Bourke Street Mall (South),26874,2.0
2292,2009,September,15,6,Flinders Street Station Underpass,26234,3.0
2293,2009,September,15,13,Flagstaff Station,26177,4.0
2294,2009,September,15,3,Melbourne Central,26108,5.0
2295,2009,September,15,5,Princes Bridge,22232,6.0
2296,2009,September,15,15,State Library,20246,7.0
2297,2009,September,15,1,Bourke Street Mall (North),17392,8.0
2298,2009,September,15,16,Australia on Collins,16806,9.0
2299,2009,September,15,17,Collins Place (South),14223,10.0
2300,2009,September,16,4,Town Hall (West),33725,1.0
2301,2009,September,16,2,Bourke Street Mall (South),27612,2.0
2302,2009,September,16,6,Flinders Street Station Underpass,26853,3.0
2303,2009,September,16,3,Melbourne Central,26690,4.0
2304,2009,September,16,5,Princes Bridge,25641,5.0
2305,2009,September,16,13,Flagstaff Station,24931,6.0
2306,2009,September,16,15,State Library,19190,7.0
2307,2009,September,16,1,Bourke Street Mall (North),18198,8.0
2308,2009,September,16,16,Australia on Collins,17198,9.0
2309,2009,September,16,17,Collins Place (South),14302,10.0
2310,2009,September,17,4,Town Hall (West),29743,1.0
2311,2009,September,17,2,Bourke Street Mall (South),27455,2.0
2312,2009,September,17,13,Flagstaff Station,26799,3.0
2313,2009,September,17,6,Flinders Street Station Underpass,22194,4.0
2314,2009,September,17,3,Melbourne Central,21324,5.0
2315,2009,September,17,5,Princes Bridge,19252,6.0
2316,2009,September,17,16,Australia on Collins,15644,7.0
2317,2009,September,17,15,State Library,15388,8.0
2318,2009,September,17,1,Bourke Street Mall (North),15274,9.0
2319,2009,September,17,17,Collins Place (South),13471,10.0
2320,2009,September,18,4,Town Hall (West),40901,1.0
2321,2009,September,18,2,Bourke Street Mall (South),37146,2.0
2322,2009,September,18,3,Melbourne Central,33632,3.0
2323,2009,September,18,6,Flinders Street Station Underpass,29118,4.0
2324,2009,September,18,5,Princes Bridge,28614,5.0
2325,2009,September,18,1,Bourke Street Mall (North),24752,6.0
2326,2009,September,18,15,State Library,23031,7.0
2327,2009,September,18,13,Flagstaff Station,22690,8.0
2328,2009,September,18,16,Australia on Collins,20076,9.0
2329,2009,September,18,17,Collins Place (South),14504,10.0
2330,2009,September,19,4,Town Hall (West),35918,1.0
2331,2009,September,19,2,Bourke Street Mall (South),27684,2.0
2332,2009,September,19,5,Princes Bridge,25028,3.0
2333,2009,September,19,3,Melbourne Central,25001,4.0
2334,2009,September,19,6,Flinders Street Station Underpass,17077,5.0
2335,2009,September,19,1,Bourke Street Mall (North),16656,6.0
2336,2009,September,19,15,State Library,13987,7.0
2337,2009,September,19,16,Australia on Collins,13252,8.0
2338,2009,September,19,14,Sandridge Bridge,6993,9.0
2339,2009,September,19,12,New Quay,4009,10.0
2340,2009,September,20,4,Town Hall (West),29267,1.0
2341,2009,September,20,3,Melbourne Central,22984,2.0
2342,2009,September,20,5,Princes Bridge,22790,3.0
2343,2009,September,20,2,Bourke Street Mall (South),20647,4.0
2344,2009,September,20,6,Flinders Street Station Underpass,15764,5.0
2345,2009,September,20,15,State Library,13147,6.0
2346,2009,September,20,1,Bourke Street Mall (North),13066,7.0
2347,2009,September,20,11,Waterfront City,9078,8.0
2348,2009,September,20,16,Australia on Collins,8712,9.0
2349,2009,September,20,12,New Quay,8097,10.0
2350,2009,September,21,4,Town Hall (West),34542,1.0
2351,2009,September,21,2,Bourke Street Mall (South),29833,2.0
2352,2009,September,21,3,Melbourne Central,27311,3.0
2353,2009,September,21,6,Flinders Street Station Underpass,26164,4.0
2354,2009,September,21,13,Flagstaff Station,23724,5.0
2355,2009,September,21,5,Princes Bridge,21685,6.0
2356,2009,September,21,15,State Library,19553,7.0
2357,2009,September,21,1,Bourke Street Mall (North),19400,8.0
2358,2009,September,21,16,Australia on Collins,16872,9.0
2359,2009,September,21,17,Collins Place (South),13842,10.0
2360,2009,September,22,4,Town Hall (West),35207,1.0
2361,2009,September,22,2,Bourke Street Mall (South),28755,2.0
2362,2009,September,22,3,Melbourne Central,28225,3.0
2363,2009,September,22,6,Flinders Street Station Underpass,25948,4.0
2364,2009,September,22,13,Flagstaff Station,23802,5.0
2365,2009,September,22,5,Princes Bridge,23154,6.0
2366,2009,September,22,15,State Library,19217,7.0
2367,2009,September,22,1,Bourke Street Mall (North),18451,8.0
2368,2009,September,22,16,Australia on Collins,17903,9.0
2369,2009,September,22,17,Collins Place (South),13736,10.0
2370,2009,September,23,4,Town Hall (West),37703,1.0
2371,2009,September,23,2,Bourke Street Mall (South),31032,2.0
2372,2009,September,23,3,Melbourne Central,28155,3.0
2373,2009,September,23,6,Flinders Street Station Underpass,27171,4.0
2374,2009,September,23,5,Princes Bridge,27081,5.0
2375,2009,September,23,13,Flagstaff Station,23512,6.0
2376,2009,September,23,16,Australia on Collins,19782,7.0
2377,2009,September,23,1,Bourke Street Mall (North),19212,8.0
2378,2009,September,23,15,State Library,18947,9.0
2379,2009,September,23,17,Collins Place (South),14178,10.0
2380,2009,September,24,4,Town Hall (West),36993,1.0
2381,2009,September,24,2,Bourke Street Mall (South),32503,2.0
2382,2009,September,24,3,Melbourne Central,28179,3.0
2383,2009,September,24,6,Flinders Street Station Underpass,26021,4.0
2384,2009,September,24,5,Princes Bridge,24811,5.0
2385,2009,September,24,13,Flagstaff Station,23418,6.0
2386,2009,September,24,1,Bourke Street Mall (North),19646,7.0
2387,2009,September,24,15,State Library,19099,8.0
2388,2009,September,24,16,Australia on Collins,17814,9.0
2389,2009,September,24,17,Collins Place (South),13657,10.0
2390,2009,September,25,4,Town Hall (West),46439,1.0
2391,2009,September,25,2,Bourke Street Mall (South),40261,2.0
2392,2009,September,25,5,Princes Bridge,34409,3.0
2393,2009,September,25,3,Melbourne Central,30935,4.0
2394,2009,September,25,6,Flinders Street Station Underpass,28907,5.0
2395,2009,September,25,13,Flagstaff Station,22847,6.0
2396,2009,September,25,16,Australia on Collins,22827,7.0
2397,2009,September,25,1,Bourke Street Mall (North),22110,8.0
2398,2009,September,25,15,State Library,21823,9.0
2399,2009,September,25,18,Collins Place (North),17754,10.0
2400,2009,September,26,4,Town Hall (West),32933,1.0
2401,2009,September,26,7,Birrarung Marr,26305,2.0
2402,2009,September,26,2,Bourke Street Mall (South),22789,3.0
2403,2009,September,26,3,Melbourne Central,22236,4.0
2404,2009,September,26,5,Princes Bridge,20087,5.0
2405,2009,September,26,6,Flinders Street Station Underpass,15524,6.0
2406,2009,September,26,1,Bourke Street Mall (North),12959,7.0
2407,2009,September,26,15,State Library,11030,8.0
2408,2009,September,26,16,Australia on Collins,10144,9.0
2409,2009,September,26,14,Sandridge Bridge,6960,10.0
2410,2009,September,27,4,Town Hall (West),26281,1.0
2411,2009,September,27,2,Bourke Street Mall (South),19477,2.0
2412,2009,September,27,3,Melbourne Central,18823,3.0
2413,2009,September,27,5,Princes Bridge,16932,4.0
2414,2009,September,27,6,Flinders Street Station Underpass,13435,5.0
2415,2009,September,27,1,Bourke Street Mall (North),11710,6.0
2416,2009,September,27,15,State Library,10098,7.0
2417,2009,September,27,16,Australia on Collins,8992,8.0
2418,2009,September,27,14,Sandridge Bridge,4922,9.0
2419,2009,September,27,17,Collins Place (South),2386,10.0
2420,2009,September,28,4,Town Hall (West),34394,1.0
2421,2009,September,28,2,Bourke Street Mall (South),28500,2.0
2422,2009,September,28,3,Melbourne Central,26210,3.0
2423,2009,September,28,6,Flinders Street Station Underpass,25160,4.0
2424,2009,September,28,13,Flagstaff Station,22609,5.0
2425,2009,September,28,5,Princes Bridge,21160,6.0
2426,2009,September,28,15,State Library,18386,7.0
2427,2009,September,28,1,Bourke Street Mall (North),18152,8.0
2428,2009,September,28,16,Australia on Collins,16896,9.0
2429,2009,September,28,17,Collins Place (South),12530,10.0
2430,2009,September,29,4,Town Hall (West),36528,1.0
2431,2009,September,29,2,Bourke Street Mall (South),31310,2.0
2432,2009,September,29,3,Melbourne Central,30960,3.0
2433,2009,September,29,6,Flinders Street Station Underpass,28961,4.0
2434,2009,September,29,5,Princes Bridge,25429,5.0
2435,2009,September,29,13,Flagstaff Station,23840,6.0
2436,2009,September,29,15,State Library,23571,7.0
2437,2009,September,29,1,Bourke Street Mall (North),20480,8.0
2438,2009,September,29,16,Australia on Collins,18349,9.0
2439,2009,September,29,17,Collins Place (South),14287,10.0
2440,2009,September,30,4,Town Hall (West),38460,1.0
2441,2009,September,30,2,Bourke Street Mall (South),31215,2.0
2442,2009,September,30,3,Melbourne Central,31119,3.0
2443,2009,September,30,5,Princes Bridge,30629,4.0
2444,2009,September,30,6,Flinders Street Station Underpass,28618,5.0
2445,2009,September,30,13,Flagstaff Station,23458,6.0
2446,2009,September,30,15,State Library,22369,7.0
2447,2009,September,30,1,Bourke Street Mall (North),20595,8.0
2448,2009,September,30,16,Australia on Collins,19565,9.0
2449,2009,September,30,17,Collins Place (South),14286,10.0
2450,2010,April,1,4,Town Hall (West),44897,1.0
2451,2010,April,1,2,Bourke Street Mall (South),33340,2.0
2452,2010,April,1,6,Flinders Street Station Underpass,28286,3.0
2453,2010,April,1,3,Melbourne Central,26121,4.0
2454,2010,April,1,1,Bourke Street Mall (North),25237,5.0
2455,2010,April,1,5,Princes Bridge,24113,6.0
2456,2010,April,1,13,Flagstaff Station,23137,7.0
2457,2010,April,1,15,State Library,22341,8.0
2458,2010,April,1,16,Australia on Collins,21676,9.0
2459,2010,April,1,17,Collins Place (South),13901,10.0
2460,2010,April,2,4,Town Hall (West),30296,1.0
2461,2010,April,2,3,Melbourne Central,22223,2.0
2462,2010,April,2,5,Princes Bridge,19135,3.0
2463,2010,April,2,6,Flinders Street Station Underpass,14523,4.0
2464,2010,April,2,15,State Library,12287,5.0
2465,2010,April,2,2,Bourke Street Mall (South),10638,6.0
2466,2010,April,2,12,New Quay,9753,7.0
2467,2010,April,2,1,Bourke Street Mall (North),8201,8.0
2468,2010,April,2,14,Sandridge Bridge,6829,9.0
2469,2010,April,2,16,Australia on Collins,6396,10.0
2470,2010,April,3,4,Town Hall (West),41093,1.0
2471,2010,April,3,2,Bourke Street Mall (South),29389,2.0
2472,2010,April,3,5,Princes Bridge,24919,3.0
2473,2010,April,3,3,Melbourne Central,24008,4.0
2474,2010,April,3,1,Bourke Street Mall (North),22269,5.0
2475,2010,April,3,6,Flinders Street Station Underpass,19902,6.0
2476,2010,April,3,15,State Library,17284,7.0
2477,2010,April,3,16,Australia on Collins,16304,8.0
2478,2010,April,3,12,New Quay,8909,9.0
2479,2010,April,3,14,Sandridge Bridge,7795,10.0
2480,2010,April,4,4,Town Hall (West),33636,1.0
2481,2010,April,4,3,Melbourne Central,31685,2.0
2482,2010,April,4,5,Princes Bridge,25732,3.0
2483,2010,April,4,6,Flinders Street Station Underpass,16970,4.0
2484,2010,April,4,15,State Library,13890,5.0
2485,2010,April,4,2,Bourke Street Mall (South),13837,6.0
2486,2010,April,4,11,Waterfront City,13151,7.0
2487,2010,April,4,1,Bourke Street Mall (North),11495,8.0
2488,2010,April,4,12,New Quay,11482,9.0
2489,2010,April,4,16,Australia on Collins,8320,10.0
2490,2010,April,5,4,Town Hall (West),30051,1.0
2491,2010,April,5,3,Melbourne Central,25099,2.0
2492,2010,April,5,2,Bourke Street Mall (South),20454,3.0
2493,2010,April,5,5,Princes Bridge,20214,4.0
2494,2010,April,5,1,Bourke Street Mall (North),16380,5.0
2495,2010,April,5,6,Flinders Street Station Underpass,15926,6.0
2496,2010,April,5,15,State Library,13398,7.0
2497,2010,April,5,7,Birrarung Marr,11406,8.0
2498,2010,April,5,16,Australia on Collins,10307,9.0
2499,2010,April,5,12,New Quay,7585,10.0
2500,2010,April,6,4,Town Hall (West),40083,1.0
2501,2010,April,6,3,Melbourne Central,30870,2.0
2502,2010,April,6,2,Bourke Street Mall (South),27521,3.0
2503,2010,April,6,6,Flinders Street Station Underpass,25813,4.0
2504,2010,April,6,5,Princes Bridge,22352,5.0
2505,2010,April,6,13,Flagstaff Station,22311,6.0
2506,2010,April,6,1,Bourke Street Mall (North),22156,7.0
2507,2010,April,6,16,Australia on Collins,20413,8.0
2508,2010,April,6,15,State Library,19816,9.0
2509,2010,April,6,17,Collins Place (South),13203,10.0
2510,2010,April,7,4,Town Hall (West),40717,1.0
2511,2010,April,7,3,Melbourne Central,30232,2.0
2512,2010,April,7,2,Bourke Street Mall (South),28096,3.0
2513,2010,April,7,6,Flinders Street Station Underpass,27696,4.0
2514,2010,April,7,5,Princes Bridge,25226,5.0
2515,2010,April,7,13,Flagstaff Station,23427,6.0
2516,2010,April,7,1,Bourke Street Mall (North),22452,7.0
2517,2010,April,7,16,Australia on Collins,20083,8.0
2518,2010,April,7,15,State Library,19639,9.0
2519,2010,April,7,17,Collins Place (South),14289,10.0
2520,2010,April,8,4,Town Hall (West),42792,1.0
2521,2010,April,8,3,Melbourne Central,32626,2.0
2522,2010,April,8,2,Bourke Street Mall (South),32441,3.0
2523,2010,April,8,6,Flinders Street Station Underpass,28538,4.0
2524,2010,April,8,5,Princes Bridge,26216,5.0
2525,2010,April,8,1,Bourke Street Mall (North),24187,6.0
2526,2010,April,8,13,Flagstaff Station,23903,7.0
2527,2010,April,8,15,State Library,22218,8.0
2528,2010,April,8,16,Australia on Collins,21703,9.0
2529,2010,April,8,17,Collins Place (South),14806,10.0
2530,2010,April,9,4,Town Hall (West),47928,1.0
2531,2010,April,9,2,Bourke Street Mall (South),36509,2.0
2532,2010,April,9,3,Melbourne Central,36246,3.0
2533,2010,April,9,6,Flinders Street Station Underpass,31285,4.0
2534,2010,April,9,5,Princes Bridge,28956,5.0
2535,2010,April,9,1,Bourke Street Mall (North),28193,6.0
2536,2010,April,9,16,Australia on Collins,24573,7.0
2537,2010,April,9,13,Flagstaff Station,22767,8.0
2538,2010,April,9,15,State Library,22597,9.0
2539,2010,April,9,17,Collins Place (South),15285,10.0
2540,2010,April,10,4,Town Hall (West),40898,1.0
2541,2010,April,10,3,Melbourne Central,29319,2.0
2542,2010,April,10,2,Bourke Street Mall (South),26537,3.0
2543,2010,April,10,5,Princes Bridge,25062,4.0
2544,2010,April,10,1,Bourke Street Mall (North),20615,5.0
2545,2010,April,10,6,Flinders Street Station Underpass,19592,6.0
2546,2010,April,10,15,State Library,17070,7.0
2547,2010,April,10,16,Australia on Collins,15640,8.0
2548,2010,April,10,7,Birrarung Marr,10420,9.0
2549,2010,April,10,12,New Quay,8093,10.0
2550,2010,April,11,4,Town Hall (West),28519,1.0
2551,2010,April,11,3,Melbourne Central,20372,2.0
2552,2010,April,11,5,Princes Bridge,19874,3.0
2553,2010,April,11,2,Bourke Street Mall (South),19220,4.0
2554,2010,April,11,6,Flinders Street Station Underpass,14867,5.0
2555,2010,April,11,1,Bourke Street Mall (North),13356,6.0
2556,2010,April,11,15,State Library,11934,7.0
2557,2010,April,11,16,Australia on Collins,9949,8.0
2558,2010,April,11,14,Sandridge Bridge,5628,9.0
2559,2010,April,11,12,New Quay,5298,10.0
2560,2010,April,12,4,Town Hall (West),34346,1.0
2561,2010,April,12,13,Flagstaff Station,26201,2.0
2562,2010,April,12,2,Bourke Street Mall (South),25385,3.0
