row_id,year,month,mdate,sensor_id,sensor_name,pedestrain_counts,rank
20120,2014,October,3,4,Town Hall (West),46333,1.0
20121,2014,October,3,22,Flinders St-Elizabeth St (East),42499,2.0
20122,2014,October,3,3,Melbourne Central,40865,3.0
20123,2014,October,3,2,Bourke Street Mall (South),33300,4.0
20124,2014,October,3,1,Bourke Street Mall (North),33227,5.0
20125,2014,October,3,5,Princes Bridge,32245,6.0
20126,2014,October,3,32,City Square,29365,7.0
20127,2014,October,3,24,Spencer St-Collins St (North),28954,8.0
20128,2014,October,3,6,Flinders Street Station Underpass,28352,9.0
20129,2014,October,3,28,The Arts Centre,25490,10.0
20130,2014,October,4,4,Town Hall (West),40033,1.0
20131,2014,October,4,3,Melbourne Central,38776,2.0
20132,2014,October,4,22,Flinders St-Elizabeth St (East),33796,3.0
20133,2014,October,4,5,Princes Bridge,30015,4.0
20134,2014,October,4,1,Bourke Street Mall (North),28475,5.0
20135,2014,October,4,32,City Square,27809,6.0
20136,2014,October,4,2,Bourke Street Mall (South),27725,7.0
20137,2014,October,4,6,Flinders Street Station Underpass,21803,8.0
20138,2014,October,4,15,State Library,21316,9.0
20139,2014,October,4,28,The Arts Centre,20205,10.0
20140,2014,October,5,4,Town Hall (West),27933,1.0
20141,2014,October,5,3,Melbourne Central,27568,2.0
20142,2014,October,5,22,Flinders St-Elizabeth St (East),26230,3.0
20143,2014,October,5,2,Bourke Street Mall (South),20826,4.0
20144,2014,October,5,32,City Square,20541,5.0
20145,2014,October,5,5,Princes Bridge,20047,6.0
20146,2014,October,5,1,Bourke Street Mall (North),19554,7.0
20147,2014,October,5,28,The Arts Centre,18702,8.0
20148,2014,October,5,15,State Library,16017,9.0
20149,2014,October,5,6,Flinders Street Station Underpass,15832,10.0
20150,2014,October,6,22,Flinders St-Elizabeth St (East),35148,1.0
20151,2014,October,6,4,Town Hall (West),32647,2.0
20152,2014,October,6,3,Melbourne Central,27578,3.0
20153,2014,October,6,24,Spencer St-Collins St (North),27120,4.0
20154,2014,October,6,13,Flagstaff Station,25245,5.0
20155,2014,October,6,1,Bourke Street Mall (North),21683,6.0
20156,2014,October,6,2,Bourke Street Mall (South),21056,7.0
20157,2014,October,6,6,Flinders Street Station Underpass,20802,8.0
20158,2014,October,6,5,Princes Bridge,20358,9.0
20159,2014,October,6,32,City Square,19985,10.0
20160,2014,October,7,22,Flinders St-Elizabeth St (East),36024,1.0
20161,2014,October,7,4,Town Hall (West),32575,2.0
20162,2014,October,7,3,Melbourne Central,29300,3.0
20163,2014,October,7,24,Spencer St-Collins St (North),28750,4.0
20164,2014,October,7,13,Flagstaff Station,26461,5.0
20165,2014,October,7,32,City Square,22598,6.0
20166,2014,October,7,1,Bourke Street Mall (North),22393,7.0
20167,2014,October,7,2,Bourke Street Mall (South),21633,8.0
20168,2014,October,7,5,Princes Bridge,21369,9.0
20169,2014,October,7,6,Flinders Street Station Underpass,20470,10.0
20170,2014,October,8,22,Flinders St-Elizabeth St (East),36531,1.0
20171,2014,October,8,4,Town Hall (West),35083,2.0
20172,2014,October,8,3,Melbourne Central,30987,3.0
20173,2014,October,8,24,Spencer St-Collins St (North),29230,4.0
20174,2014,October,8,13,Flagstaff Station,26083,5.0
20175,2014,October,8,1,Bourke Street Mall (North),24518,6.0
20176,2014,October,8,32,City Square,23289,7.0
20177,2014,October,8,5,Princes Bridge,22887,8.0
20178,2014,October,8,2,Bourke Street Mall (South),22534,9.0
20179,2014,October,8,6,Flinders Street Station Underpass,21767,10.0
20180,2014,October,9,22,Flinders St-Elizabeth St (East),38234,1.0
20181,2014,October,9,4,Town Hall (West),37641,2.0
20182,2014,October,9,3,Melbourne Central,33590,3.0
20183,2014,October,9,24,Spencer St-Collins St (North),29404,4.0
20184,2014,October,9,1,Bourke Street Mall (North),27231,5.0
20185,2014,October,9,13,Flagstaff Station,27039,6.0
20186,2014,October,9,2,Bourke Street Mall (South),25664,7.0
20187,2014,October,9,32,City Square,24090,8.0
20188,2014,October,9,6,Flinders Street Station Underpass,23802,9.0
20189,2014,October,9,5,Princes Bridge,22960,10.0
20190,2014,October,10,4,Town Hall (West),45417,1.0
20191,2014,October,10,22,Flinders St-Elizabeth St (East),40684,2.0
20192,2014,October,10,3,Melbourne Central,39377,3.0
20193,2014,October,10,1,Bourke Street Mall (North),31684,4.0
20194,2014,October,10,2,Bourke Street Mall (South),30469,5.0
20195,2014,October,10,24,Spencer St-Collins St (North),30355,6.0
20196,2014,October,10,5,Princes Bridge,29135,7.0
20197,2014,October,10,32,City Square,28460,8.0
20198,2014,October,10,6,Flinders Street Station Underpass,25934,9.0
20199,2014,October,10,15,State Library,24635,10.0
20200,2014,October,11,3,Melbourne Central,40743,1.0
20201,2014,October,11,4,Town Hall (West),40371,2.0
20202,2014,October,11,22,Flinders St-Elizabeth St (East),33329,3.0
20203,2014,October,11,32,City Square,30211,4.0
20204,2014,October,11,2,Bourke Street Mall (South),27746,5.0
20205,2014,October,11,1,Bourke Street Mall (North),27026,6.0
20206,2014,October,11,5,Princes Bridge,25937,7.0
20207,2014,October,11,15,State Library,23152,8.0
20208,2014,October,11,6,Flinders Street Station Underpass,19163,9.0
20209,2014,October,11,29,St Kilda Rd-Alexandra Gardens,17925,10.0
20210,2014,October,12,4,Town Hall (West),30841,1.0
20211,2014,October,12,29,St Kilda Rd-Alexandra Gardens,30540,2.0
20212,2014,October,12,3,Melbourne Central,29257,3.0
20213,2014,October,12,22,Flinders St-Elizabeth St (East),27496,4.0
20214,2014,October,12,28,The Arts Centre,25155,5.0
20215,2014,October,12,5,Princes Bridge,25139,6.0
20216,2014,October,12,1,Bourke Street Mall (North),21463,7.0
20217,2014,October,12,2,Bourke Street Mall (South),20760,8.0
20218,2014,October,12,32,City Square,20132,9.0
20219,2014,October,12,15,State Library,17090,10.0
20220,2014,October,13,22,Flinders St-Elizabeth St (East),34940,1.0
20221,2014,October,13,4,Town Hall (West),29917,2.0
20222,2014,October,13,24,Spencer St-Collins St (North),26612,3.0
20223,2014,October,13,13,Flagstaff Station,25779,4.0
20224,2014,October,13,3,Melbourne Central,25698,5.0
20225,2014,October,13,6,Flinders Street Station Underpass,20628,6.0
20226,2014,October,13,1,Bourke Street Mall (North),20022,7.0
20227,2014,October,13,2,Bourke Street Mall (South),19888,8.0
20228,2014,October,13,32,City Square,19537,9.0
20229,2014,October,13,5,Princes Bridge,18174,10.0
20230,2014,October,14,22,Flinders St-Elizabeth St (East),35237,1.0
20231,2014,October,14,4,Town Hall (West),32644,2.0
20232,2014,October,14,3,Melbourne Central,28645,3.0
20233,2014,October,14,24,Spencer St-Collins St (North),28194,4.0
20234,2014,October,14,13,Flagstaff Station,27025,5.0
20235,2014,October,14,1,Bourke Street Mall (North),22093,6.0
20236,2014,October,14,32,City Square,21806,7.0
20237,2014,October,14,2,Bourke Street Mall (South),21636,8.0
20238,2014,October,14,6,Flinders Street Station Underpass,21172,9.0
20239,2014,October,14,28,The Arts Centre,20164,10.0
20240,2014,October,15,22,Flinders St-Elizabeth St (East),37310,1.0
20241,2014,October,15,4,Town Hall (West),35523,2.0
20242,2014,October,15,3,Melbourne Central,31199,3.0
20243,2014,October,15,24,Spencer St-Collins St (North),29054,4.0
20244,2014,October,15,13,Flagstaff Station,26175,5.0
20245,2014,October,15,32,City Square,25707,6.0
20246,2014,October,15,2,Bourke Street Mall (South),24800,7.0
20247,2014,October,15,1,Bourke Street Mall (North),24742,8.0
20248,2014,October,15,6,Flinders Street Station Underpass,23026,9.0
20249,2014,October,15,5,Princes Bridge,21478,10.0
20250,2014,October,16,22,Flinders St-Elizabeth St (East),39275,1.0
20251,2014,October,16,4,Town Hall (West),37586,2.0
20252,2014,October,16,24,Spencer St-Collins St (North),30702,3.0
20253,2014,October,16,3,Melbourne Central,30129,4.0
20254,2014,October,16,1,Bourke Street Mall (North),27048,5.0
20255,2014,October,16,2,Bourke Street Mall (South),26993,6.0
20256,2014,October,16,13,Flagstaff Station,26817,7.0
20257,2014,October,16,32,City Square,22962,8.0
20258,2014,October,16,6,Flinders Street Station Underpass,22336,9.0
20259,2014,October,16,5,Princes Bridge,22096,10.0
20260,2014,October,17,4,Town Hall (West),41636,1.0
20261,2014,October,17,22,Flinders St-Elizabeth St (East),39790,2.0
20262,2014,October,17,3,Melbourne Central,37760,3.0
20263,2014,October,17,24,Spencer St-Collins St (North),32077,4.0
20264,2014,October,17,1,Bourke Street Mall (North),31324,5.0
20265,2014,October,17,2,Bourke Street Mall (South),31112,6.0
20266,2014,October,17,32,City Square,27257,7.0
20267,2014,October,17,6,Flinders Street Station Underpass,26934,8.0
20268,2014,October,17,5,Princes Bridge,26498,9.0
20269,2014,October,17,13,Flagstaff Station,24772,10.0
20270,2014,October,18,4,Town Hall (West),36482,1.0
20271,2014,October,18,3,Melbourne Central,35826,2.0
20272,2014,October,18,22,Flinders St-Elizabeth St (East),29547,3.0
20273,2014,October,18,1,Bourke Street Mall (North),26584,4.0
20274,2014,October,18,2,Bourke Street Mall (South),25678,5.0
20275,2014,October,18,32,City Square,24235,6.0
20276,2014,October,18,5,Princes Bridge,23841,7.0
20277,2014,October,18,15,State Library,19665,8.0
20278,2014,October,18,6,Flinders Street Station Underpass,19297,9.0
20279,2014,October,18,24,Spencer St-Collins St (North),18207,10.0
20280,2014,October,19,4,Town Hall (West),29586,1.0
20281,2014,October,19,3,Melbourne Central,27945,2.0
20282,2014,October,19,22,Flinders St-Elizabeth St (East),26634,3.0
20283,2014,October,19,5,Princes Bridge,22817,4.0
20284,2014,October,19,28,The Arts Centre,20061,5.0
20285,2014,October,19,1,Bourke Street Mall (North),20025,6.0
20286,2014,October,19,32,City Square,19983,7.0
20287,2014,October,19,2,Bourke Street Mall (South),19775,8.0
20288,2014,October,19,29,St Kilda Rd-Alexandra Gardens,18381,9.0
20289,2014,October,19,6,Flinders Street Station Underpass,17245,10.0
20290,2014,October,20,22,Flinders St-Elizabeth St (East),39461,1.0
20291,2014,October,20,4,Town Hall (West),36459,2.0
20292,2014,October,20,3,Melbourne Central,30159,3.0
20293,2014,October,20,24,Spencer St-Collins St (North),29257,4.0
20294,2014,October,20,2,Bourke Street Mall (South),26762,5.0
20295,2014,October,20,32,City Square,26554,6.0
20296,2014,October,20,13,Flagstaff Station,26485,7.0
20297,2014,October,20,5,Princes Bridge,26479,8.0
20298,2014,October,20,1,Bourke Street Mall (North),25409,9.0
20299,2014,October,20,6,Flinders Street Station Underpass,24890,10.0
20300,2014,October,21,22,Flinders St-Elizabeth St (East),38147,1.0
20301,2014,October,21,4,Town Hall (West),35698,2.0
20302,2014,October,21,3,Melbourne Central,31166,3.0
20303,2014,October,21,24,Spencer St-Collins St (North),29326,4.0
20304,2014,October,21,13,Flagstaff Station,28429,5.0
20305,2014,October,21,1,Bourke Street Mall (North),26385,6.0
20306,2014,October,21,2,Bourke Street Mall (South),24887,7.0
20307,2014,October,21,5,Princes Bridge,24135,8.0
20308,2014,October,21,32,City Square,24075,9.0
20309,2014,October,21,6,Flinders Street Station Underpass,23848,10.0
20310,2014,October,22,22,Flinders St-Elizabeth St (East),35798,1.0
20311,2014,October,22,4,Town Hall (West),35679,2.0
20312,2014,October,22,3,Melbourne Central,30821,3.0
20313,2014,October,22,24,Spencer St-Collins St (North),29899,4.0
20314,2014,October,22,13,Flagstaff Station,26652,5.0
20315,2014,October,22,1,Bourke Street Mall (North),26296,6.0
20316,2014,October,22,32,City Square,26152,7.0
20317,2014,October,22,5,Princes Bridge,24900,8.0
20318,2014,October,22,2,Bourke Street Mall (South),24727,9.0
20319,2014,October,22,6,Flinders Street Station Underpass,22967,10.0
20320,2014,October,23,4,Town Hall (West),36683,1.0
20321,2014,October,23,22,Flinders St-Elizabeth St (East),35689,2.0
20322,2014,October,23,3,Melbourne Central,30022,3.0
20323,2014,October,23,24,Spencer St-Collins St (North),29160,4.0
20324,2014,October,23,1,Bourke Street Mall (North),26353,5.0
20325,2014,October,23,2,Bourke Street Mall (South),26154,6.0
20326,2014,October,23,13,Flagstaff Station,25591,7.0
20327,2014,October,23,32,City Square,24668,8.0
20328,2014,October,23,5,Princes Bridge,23725,9.0
20329,2014,October,23,6,Flinders Street Station Underpass,22779,10.0
20330,2014,October,24,4,Town Hall (West),44951,1.0
20331,2014,October,24,22,Flinders St-Elizabeth St (East),39211,2.0
20332,2014,October,24,3,Melbourne Central,38111,3.0
20333,2014,October,24,1,Bourke Street Mall (North),33309,4.0
20334,2014,October,24,2,Bourke Street Mall (South),32152,5.0
20335,2014,October,24,5,Princes Bridge,29466,6.0
20336,2014,October,24,32,City Square,29319,7.0
20337,2014,October,24,24,Spencer St-Collins St (North),28952,8.0
20338,2014,October,24,6,Flinders Street Station Underpass,27949,9.0
20339,2014,October,24,13,Flagstaff Station,25484,10.0
20340,2014,October,25,4,Town Hall (West),41502,1.0
20341,2014,October,25,3,Melbourne Central,36148,2.0
20342,2014,October,25,22,Flinders St-Elizabeth St (East),32153,3.0
20343,2014,October,25,32,City Square,30956,4.0
20344,2014,October,25,5,Princes Bridge,29235,5.0
20345,2014,October,25,2,Bourke Street Mall (South),27774,6.0
20346,2014,October,25,1,Bourke Street Mall (North),27756,7.0
20347,2014,October,25,28,The Arts Centre,20236,8.0
20348,2014,October,25,15,State Library,20178,9.0
20349,2014,October,25,6,Flinders Street Station Underpass,19921,10.0
20350,2014,October,26,4,Town Hall (West),31284,1.0
20351,2014,October,26,31,Lygon St (West),30383,2.0
20352,2014,October,26,3,Melbourne Central,29302,3.0
20353,2014,October,26,22,Flinders St-Elizabeth St (East),24833,4.0
20354,2014,October,26,5,Princes Bridge,24454,5.0
20355,2014,October,26,32,City Square,23071,6.0
20356,2014,October,26,28,The Arts Centre,22345,7.0
20357,2014,October,26,2,Bourke Street Mall (South),21178,8.0
20358,2014,October,26,1,Bourke Street Mall (North),21170,9.0
20359,2014,October,26,15,State Library,16590,10.0
20360,2014,October,27,22,Flinders St-Elizabeth St (East),31375,1.0
20361,2014,October,27,4,Town Hall (West),30106,2.0
20362,2014,October,27,24,Spencer St-Collins St (North),25762,3.0
20363,2014,October,27,13,Flagstaff Station,25515,4.0
20364,2014,October,27,3,Melbourne Central,24206,5.0
20365,2014,October,27,5,Princes Bridge,20732,6.0
20366,2014,October,27,1,Bourke Street Mall (North),20479,7.0
20367,2014,October,27,2,Bourke Street Mall (South),20130,8.0
20368,2014,October,27,6,Flinders Street Station Underpass,19003,9.0
20369,2014,October,27,28,The Arts Centre,18228,10.0
20370,2014,October,28,22,Flinders St-Elizabeth St (East),34434,1.0
20371,2014,October,28,4,Town Hall (West),32942,2.0
20372,2014,October,28,24,Spencer St-Collins St (North),28696,3.0
20373,2014,October,28,3,Melbourne Central,27281,4.0
20374,2014,October,28,13,Flagstaff Station,26500,5.0
20375,2014,October,28,2,Bourke Street Mall (South),22004,6.0
20376,2014,October,28,6,Flinders Street Station Underpass,21929,7.0
20377,2014,October,28,1,Bourke Street Mall (North),21798,8.0
20378,2014,October,28,5,Princes Bridge,20777,9.0
20379,2014,October,28,32,City Square,20265,10.0
20380,2014,October,29,22,Flinders St-Elizabeth St (East),35805,1.0
20381,2014,October,29,4,Town Hall (West),35695,2.0
20382,2014,October,29,3,Melbourne Central,29968,3.0
20383,2014,October,29,24,Spencer St-Collins St (North),29197,4.0
20384,2014,October,29,13,Flagstaff Station,27001,5.0
20385,2014,October,29,1,Bourke Street Mall (North),25308,6.0
20386,2014,October,29,2,Bourke Street Mall (South),24531,7.0
20387,2014,October,29,32,City Square,23650,8.0
20388,2014,October,29,6,Flinders Street Station Underpass,23069,9.0
20389,2014,October,29,5,Princes Bridge,22662,10.0
20390,2014,October,30,4,Town Hall (West),37863,1.0
20391,2014,October,30,22,Flinders St-Elizabeth St (East),37257,2.0
20392,2014,October,30,3,Melbourne Central,29967,3.0
20393,2014,October,30,24,Spencer St-Collins St (North),28982,4.0
20394,2014,October,30,2,Bourke Street Mall (South),28067,5.0
20395,2014,October,30,1,Bourke Street Mall (North),27608,6.0
20396,2014,October,30,13,Flagstaff Station,26589,7.0
20397,2014,October,30,32,City Square,25504,8.0
20398,2014,October,30,6,Flinders Street Station Underpass,24568,9.0
20399,2014,October,30,5,Princes Bridge,24480,10.0
20400,2014,October,31,4,Town Hall (West),46068,1.0
20401,2014,October,31,22,Flinders St-Elizabeth St (East),41242,2.0
20402,2014,October,31,3,Melbourne Central,36933,3.0
20403,2014,October,31,2,Bourke Street Mall (South),32872,4.0
20404,2014,October,31,1,Bourke Street Mall (North),32798,5.0
20405,2014,October,31,24,Spencer St-Collins St (North),30090,6.0
20406,2014,October,31,32,City Square,29443,7.0
20407,2014,October,31,5,Princes Bridge,29343,8.0
20408,2014,October,31,6,Flinders Street Station Underpass,28795,9.0
20409,2014,October,31,13,Flagstaff Station,25828,10.0
20410,2014,September,1,22,Flinders St-Elizabeth St (East),31430,1.0
20411,2014,September,1,13,Flagstaff Station,27596,2.0
20412,2014,September,1,24,Spencer St-Collins St (North),26801,3.0
20413,2014,September,1,4,Town Hall (West),26529,4.0
20414,2014,September,1,3,Melbourne Central,20575,5.0
20415,2014,September,1,1,Bourke Street Mall (North),18784,6.0
20416,2014,September,1,2,Bourke Street Mall (South),18092,7.0
20417,2014,September,1,5,Princes Bridge,17896,8.0
20418,2014,September,1,6,Flinders Street Station Underpass,17445,9.0
20419,2014,September,1,28,The Arts Centre,16028,10.0
20420,2014,September,2,22,Flinders St-Elizabeth St (East),35188,1.0
20421,2014,September,2,4,Town Hall (West),30531,2.0
20422,2014,September,2,24,Spencer St-Collins St (North),28081,3.0
20423,2014,September,2,13,Flagstaff Station,26644,4.0
20424,2014,September,2,3,Melbourne Central,26242,5.0
20425,2014,September,2,28,The Arts Centre,22523,6.0
20426,2014,September,2,5,Princes Bridge,21252,7.0
20427,2014,September,2,1,Bourke Street Mall (North),20964,8.0
20428,2014,September,2,32,City Square,20750,9.0
20429,2014,September,2,6,Flinders Street Station Underpass,20594,10.0
20430,2014,September,3,22,Flinders St-Elizabeth St (East),35381,1.0
20431,2014,September,3,4,Town Hall (West),32454,2.0
20432,2014,September,3,24,Spencer St-Collins St (North),27888,3.0
20433,2014,September,3,3,Melbourne Central,27231,4.0
20434,2014,September,3,13,Flagstaff Station,26206,5.0
20435,2014,September,3,5,Princes Bridge,25693,6.0
20436,2014,September,3,28,The Arts Centre,25557,7.0
20437,2014,September,3,32,City Square,24417,8.0
20438,2014,September,3,1,Bourke Street Mall (North),24037,9.0
20439,2014,September,3,2,Bourke Street Mall (South),21190,10.0
20440,2014,September,4,22,Flinders St-Elizabeth St (East),36360,1.0
20441,2014,September,4,4,Town Hall (West),34523,2.0
20442,2014,September,4,3,Melbourne Central,29784,3.0
20443,2014,September,4,24,Spencer St-Collins St (North),28078,4.0
20444,2014,September,4,13,Flagstaff Station,26323,5.0
20445,2014,September,4,1,Bourke Street Mall (North),24738,6.0
20446,2014,September,4,28,The Arts Centre,24486,7.0
20447,2014,September,4,32,City Square,23660,8.0
20448,2014,September,4,2,Bourke Street Mall (South),23646,9.0
20449,2014,September,4,5,Princes Bridge,23254,10.0
20450,2014,September,5,4,Town Hall (West),42499,1.0
20451,2014,September,5,22,Flinders St-Elizabeth St (East),40700,2.0
20452,2014,September,5,3,Melbourne Central,37802,3.0
20453,2014,September,5,32,City Square,31397,4.0
20454,2014,September,5,1,Bourke Street Mall (North),29917,5.0
20455,2014,September,5,24,Spencer St-Collins St (North),29421,6.0
20456,2014,September,5,5,Princes Bridge,28770,7.0
20457,2014,September,5,2,Bourke Street Mall (South),28607,8.0
20458,2014,September,5,6,Flinders Street Station Underpass,25316,9.0
20459,2014,September,5,28,The Arts Centre,24728,10.0
20460,2014,September,6,4,Town Hall (West),38904,1.0
20461,2014,September,6,3,Melbourne Central,38108,2.0
20462,2014,September,6,22,Flinders St-Elizabeth St (East),32466,3.0
20463,2014,September,6,32,City Square,31838,4.0
20464,2014,September,6,2,Bourke Street Mall (South),27578,5.0
20465,2014,September,6,5,Princes Bridge,27139,6.0
20466,2014,September,6,1,Bourke Street Mall (North),26296,7.0
20467,2014,September,6,28,The Arts Centre,21425,8.0
20468,2014,September,6,15,State Library,20628,9.0
20469,2014,September,6,6,Flinders Street Station Underpass,20328,10.0
20470,2014,September,7,4,Town Hall (West),28285,1.0
20471,2014,September,7,3,Melbourne Central,27716,2.0
20472,2014,September,7,22,Flinders St-Elizabeth St (East),24463,3.0
20473,2014,September,7,32,City Square,20198,4.0
20474,2014,September,7,1,Bourke Street Mall (North),19423,5.0
20475,2014,September,7,5,Princes Bridge,19041,6.0
20476,2014,September,7,2,Bourke Street Mall (South),18957,7.0
20477,2014,September,7,28,The Arts Centre,17076,8.0
20478,2014,September,7,15,State Library,15853,9.0
20479,2014,September,7,6,Flinders Street Station Underpass,14911,10.0
20480,2014,September,8,22,Flinders St-Elizabeth St (East),34718,1.0
20481,2014,September,8,4,Town Hall (West),33371,2.0
20482,2014,September,8,3,Melbourne Central,30199,3.0
20483,2014,September,8,24,Spencer St-Collins St (North),27081,4.0
20484,2014,September,8,13,Flagstaff Station,25635,5.0
20485,2014,September,8,1,Bourke Street Mall (North),21305,6.0
20486,2014,September,8,6,Flinders Street Station Underpass,20924,7.0
20487,2014,September,8,2,Bourke Street Mall (South),20737,8.0
20488,2014,September,8,15,State Library,20206,9.0
20489,2014,September,8,5,Princes Bridge,20124,10.0
20490,2014,September,9,22,Flinders St-Elizabeth St (East),34603,1.0
20491,2014,September,9,4,Town Hall (West),33650,2.0
20492,2014,September,9,24,Spencer St-Collins St (North),28103,3.0
20493,2014,September,9,3,Melbourne Central,26932,4.0
20494,2014,September,9,13,Flagstaff Station,26638,5.0
20495,2014,September,9,1,Bourke Street Mall (North),20507,6.0
20496,2014,September,9,6,Flinders Street Station Underpass,19698,7.0
20497,2014,September,9,2,Bourke Street Mall (South),19024,8.0
20498,2014,September,9,5,Princes Bridge,18780,9.0
20499,2014,September,9,15,State Library,18412,10.0
20500,2014,September,10,4,Town Hall (West),36560,1.0
20501,2014,September,10,22,Flinders St-Elizabeth St (East),36122,2.0
20502,2014,September,10,3,Melbourne Central,30853,3.0
20503,2014,September,10,24,Spencer St-Collins St (North),27933,4.0
20504,2014,September,10,13,Flagstaff Station,25389,5.0
20505,2014,September,10,1,Bourke Street Mall (North),24598,6.0
20506,2014,September,10,2,Bourke Street Mall (South),22375,7.0
20507,2014,September,10,5,Princes Bridge,21764,8.0
20508,2014,September,10,28,The Arts Centre,21339,9.0
20509,2014,September,10,15,State Library,21206,10.0
20510,2014,September,11,22,Flinders St-Elizabeth St (East),35962,1.0
20511,2014,September,11,4,Town Hall (West),32952,2.0
20512,2014,September,11,3,Melbourne Central,29527,3.0
20513,2014,September,11,24,Spencer St-Collins St (North),27849,4.0
20514,2014,September,11,13,Flagstaff Station,25260,5.0
20515,2014,September,11,1,Bourke Street Mall (North),23705,6.0
20516,2014,September,11,2,Bourke Street Mall (South),21800,7.0
20517,2014,September,11,5,Princes Bridge,20833,8.0
20518,2014,September,11,6,Flinders Street Station Underpass,20737,9.0
20519,2014,September,11,15,State Library,20068,10.0
20520,2014,September,12,4,Town Hall (West),40726,1.0
20521,2014,September,12,22,Flinders St-Elizabeth St (East),40424,2.0
20522,2014,September,12,3,Melbourne Central,37044,3.0
20523,2014,September,12,1,Bourke Street Mall (North),29066,4.0
20524,2014,September,12,24,Spencer St-Collins St (North),28196,5.0
20525,2014,September,12,2,Bourke Street Mall (South),27740,6.0
20526,2014,September,12,5,Princes Bridge,27574,7.0
20527,2014,September,12,28,The Arts Centre,24888,8.0
20528,2014,September,12,6,Flinders Street Station Underpass,24337,9.0
20529,2014,September,12,13,Flagstaff Station,23665,10.0
20530,2014,September,13,4,Town Hall (West),36361,1.0
20531,2014,September,13,3,Melbourne Central,35885,2.0
20532,2014,September,13,22,Flinders St-Elizabeth St (East),31396,3.0
20533,2014,September,13,5,Princes Bridge,26249,4.0
20534,2014,September,13,2,Bourke Street Mall (South),25781,5.0
20535,2014,September,13,1,Bourke Street Mall (North),25142,6.0
20536,2014,September,13,28,The Arts Centre,22906,7.0
20537,2014,September,13,15,State Library,19888,8.0
20538,2014,September,13,6,Flinders Street Station Underpass,18391,9.0
20539,2014,September,13,26,QV Market-Elizabeth St (West),16453,10.0
20540,2014,September,14,4,Town Hall (West),29738,1.0
20541,2014,September,14,3,Melbourne Central,29113,2.0
20542,2014,September,14,22,Flinders St-Elizabeth St (East),25994,3.0
20543,2014,September,14,5,Princes Bridge,21274,4.0
20544,2014,September,14,2,Bourke Street Mall (South),20636,5.0
20545,2014,September,14,1,Bourke Street Mall (North),20404,6.0
20546,2014,September,14,28,The Arts Centre,18145,7.0
20547,2014,September,14,15,State Library,17467,8.0
20548,2014,September,14,29,St Kilda Rd-Alexandra Gardens,14852,9.0
20549,2014,September,14,6,Flinders Street Station Underpass,14814,10.0
20550,2014,September,15,22,Flinders St-Elizabeth St (East),34308,1.0
20551,2014,September,15,4,Town Hall (West),31014,2.0
20552,2014,September,15,3,Melbourne Central,27752,3.0
20553,2014,September,15,24,Spencer St-Collins St (North),26952,4.0
20554,2014,September,15,13,Flagstaff Station,25118,5.0
20555,2014,September,15,5,Princes Bridge,24836,6.0
20556,2014,September,15,1,Bourke Street Mall (North),21430,7.0
20557,2014,September,15,28,The Arts Centre,21272,8.0
20558,2014,September,15,6,Flinders Street Station Underpass,20708,9.0
20559,2014,September,15,2,Bourke Street Mall (South),20564,10.0
20560,2014,September,16,22,Flinders St-Elizabeth St (East),33504,1.0
20561,2014,September,16,4,Town Hall (West),31012,2.0
20562,2014,September,16,24,Spencer St-Collins St (North),27589,3.0
20563,2014,September,16,13,Flagstaff Station,25938,4.0
20564,2014,September,16,3,Melbourne Central,25748,5.0
20565,2014,September,16,1,Bourke Street Mall (North),21004,6.0
20566,2014,September,16,2,Bourke Street Mall (South),19603,7.0
20567,2014,September,16,6,Flinders Street Station Underpass,19525,8.0
20568,2014,September,16,5,Princes Bridge,18947,9.0
20569,2014,September,16,28,The Arts Centre,17976,10.0
20570,2014,September,17,22,Flinders St-Elizabeth St (East),35721,1.0
20571,2014,September,17,4,Town Hall (West),32715,2.0
20572,2014,September,17,24,Spencer St-Collins St (North),28231,3.0
20573,2014,September,17,3,Melbourne Central,28117,4.0
20574,2014,September,17,13,Flagstaff Station,26839,5.0
20575,2014,September,17,1,Bourke Street Mall (North),22830,6.0
20576,2014,September,17,5,Princes Bridge,22239,7.0
20577,2014,September,17,28,The Arts Centre,21638,8.0
20578,2014,September,17,2,Bourke Street Mall (South),21547,9.0
20579,2014,September,17,6,Flinders Street Station Underpass,20597,10.0
20580,2014,September,18,22,Flinders St-Elizabeth St (East),36009,1.0
20581,2014,September,18,4,Town Hall (West),34058,2.0
20582,2014,September,18,3,Melbourne Central,29388,3.0
20583,2014,September,18,24,Spencer St-Collins St (North),29256,4.0
20584,2014,September,18,13,Flagstaff Station,24865,5.0
20585,2014,September,18,1,Bourke Street Mall (North),24339,6.0
20586,2014,September,18,2,Bourke Street Mall (South),23207,7.0
20587,2014,September,18,28,The Arts Centre,21821,8.0
20588,2014,September,18,5,Princes Bridge,21494,9.0
20589,2014,September,18,6,Flinders Street Station Underpass,21075,10.0
20590,2014,September,19,4,Town Hall (West),42095,1.0
20591,2014,September,19,22,Flinders St-Elizabeth St (East),39831,2.0
20592,2014,September,19,3,Melbourne Central,36907,3.0
20593,2014,September,19,1,Bourke Street Mall (North),30947,4.0
20594,2014,September,19,24,Spencer St-Collins St (North),29634,5.0
20595,2014,September,19,2,Bourke Street Mall (South),28788,6.0
20596,2014,September,19,5,Princes Bridge,25091,7.0
20597,2014,September,19,6,Flinders Street Station Underpass,24346,8.0
