row_id,year,month,sensor_id,sensor_name,pedestrain_counts,rank
1515,2021,September,6,Flinders Street Station Underpass,237929,6.0
1516,2021,September,4,Town Hall (West),173612,7.0
1517,2021,September,47,Melbourne Central-Elizabeth St (East),164716,8.0
1518,2021,September,66,State Library-New,150230,9.0
1519,2021,September,15,State Library,150230,9.0
1520,2022,April,41,Flinders La-Swanston St (West),1172518,1.0
1521,2022,April,35,Southbank,1055102,2.0
1522,2022,April,4,Town Hall (West),1030598,3.0
1523,2022,April,5,Princes Bridge,818640,4.0
1524,2022,April,3,Melbourne Central,769096,5.0
1525,2022,April,84,Elizabeth St - Flinders St (East) - New footpath,697132,6.0
1526,2022,April,66,State Library - New,638649,7.0
1527,2022,April,6,Flinders Street Station Underpass,636340,8.0
1528,2022,April,25,Melbourne Convention Exhibition Centre,626553,9.0
1529,2022,April,1,Bourke Street Mall (North),621172,10.0
1530,2022,February,41,Flinders La-Swanston St (West),786709,1.0
1531,2022,February,35,Southbank,713303,2.0
1532,2022,February,4,Town Hall (West),573847,3.0
1533,2022,February,5,Princes Bridge,559468,4.0
1534,2022,February,3,Melbourne Central,545816,5.0
1535,2022,February,84,Elizabeth St - Flinders St (East) - New footpath,491831,6.0
1536,2022,February,1,Bourke Street Mall (North),471266,7.0
1537,2022,February,66,State Library - New,469942,8.0
1538,2022,February,6,Flinders Street Station Underpass,435167,9.0
1539,2022,February,25,Melbourne Convention Exhibition Centre,423117,10.0
1540,2022,January,41,Flinders La-Swanston St (West),723167,1.0
1541,2022,January,35,Southbank,699875,2.0
1542,2022,January,4,Town Hall (West),537982,3.0
1543,2022,January,5,Princes Bridge,528785,4.0
1544,2022,January,3,Melbourne Central,470868,5.0
1545,2022,January,84,Elizabeth St - Flinders St (East) - New footpath,456394,6.0
1546,2022,January,55,Elizabeth St-La Trobe St (East),455524,7.0
1547,2022,January,1,Bourke Street Mall (North),412675,8.0
1548,2022,January,25,Melbourne Convention Exhibition Centre,402501,9.0
1549,2022,January,6,Flinders Street Station Underpass,381308,10.0
1550,2022,March,41,Flinders La-Swanston St (West),1071759,1.0
1551,2022,March,35,Southbank,989844,2.0
1552,2022,March,4,Town Hall (West),826032,3.0
1553,2022,March,5,Princes Bridge,772113,4.0
1554,2022,March,3,Melbourne Central,724048,5.0
1555,2022,March,84,Elizabeth St - Flinders St (East) - New footpath,661185,6.0
1556,2022,March,66,State Library - New,614302,7.0
1557,2022,March,6,Flinders Street Station Underpass,607278,8.0
1558,2022,March,1,Bourke Street Mall (North),570461,9.0
1559,2022,March,47,Melbourne Central-Elizabeth St (East),523153,10.0
1560,2022,May,41,Flinders La-Swanston St (West),1002948,1.0
1561,2022,May,35,Southbank,828999,2.0
1562,2022,May,3,Melbourne Central,691828,3.0
1563,2022,May,84,Elizabeth St - Flinders St (East) - New footpath,649271,4.0
1564,2022,May,66,State Library - New,607245,5.0
1565,2022,May,6,Flinders Street Station Underpass,585139,6.0
1566,2022,May,5,Princes Bridge,583020,7.0
1567,2022,May,25,Melbourne Convention Exhibition Centre,574844,8.0
1568,2022,May,47,Melbourne Central-Elizabeth St (East),537508,9.0
1569,2022,May,1,Bourke Street Mall (North),531617,10.0
